I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

 2 -28.678850000  -49.066713889        0      280    25      0.000  JGN ENRT SB JAGUARUNA NDB
 2  -7.140500000  -34.952500000        0      320    25      0.000  JPS ENRT SB JOAO PESSOA NDB
 2 -20.813166667  -49.406166667        0      420    50      0.000  JRP ENRT SB RIO PRETO(SAO JOSE DO RIO PRET NDB
 2 -44.058055556  -70.434444444        0      250    50      0.000  JSM ENRT SA JOSE DE SAN MARTIN NDB
 2  -1.055972222  -77.582916667        0      440    25      0.000  JUM ENRT SE JUMANDY (AHUANO) NDB
 2  -7.213666667  -39.274666667        0      205    50      0.000  JZR ENRT SB JUAZEIRO NDB
 2 -31.543602778  -68.418536111        0      305    25      0.000    J SANU SA SAN JUAN NDB
 2 -24.416000000  -65.083250000        0      330    25      0.000    J SASJ SA GOBERNADOR HORACIO GUZMAN NDB
 3  -1.636013889  103.645066667       82    11750    40     -0.000  JMB ENRT WI JAMBI VOR/DME
12  -1.636013889  103.645066667       82    11750    40      0.000  JMB ENRT WI JAMBI VOR/DME
 3  -7.800330556  110.309341667      350    11280    40      1.000  JOG ENRT WI YOGYAKARTA VOR/DME
12  -7.800330556  110.309341667      350    11280    40      0.000  JOG ENRT WI YOGYAKARTA VOR/DME
 3  -2.578386111  140.516666667      300    11620    40      4.000  JPA ENRT WA JAYAPURA VOR/DME
12  -2.578386111  140.516666667      300    11620    40      0.000  JPA ENRT WA JAYAPURA VOR/DME
 2   1.499936111  103.711616667        0      400    50      0.000   JB ENRT WM JAYBEE (JOHOR BAHRU) NDB
 2   1.673486111  103.657733333        0      245    50      0.000   JR ENRT WM JOHOR BAHRU NDB
 2 -32.102688889  115.886708333        0      281    50      0.000   JT ENRT YM JANDAKOT NDB
 2   5.899666667  116.028277778        0      400    75      0.000  JSL WBKK WB KOTA KINABALU NDB
 3  43.621038889 -110.731686111     6452    11540    40     13.000  JAC ENRT K1 JACKSON VOR/DME
12  43.621377778 -110.733002778     6452    11540    40      0.000  JAC ENRT K1 JACKSON VOR/DME
 3  43.576261111  -92.918652778     1233    10820    25      3.000  JAY ENRT K3 AUSTIN VOR/DME
12  43.576355556  -92.918655556     1233    10820    25      0.000  JAY ENRT K3 AUSTIN VOR/DME
 3  35.874911111  -90.588511111      247    10860    25     -0.000  JBR ENRT K4 JONESBORO VOR/DME
12  35.874911111  -90.588511111      247    10860    25      0.000  JBR ENRT K4 JONESBORO VOR/DME
 3  30.598022222  -99.817480556     2282    11600   130      8.000  JCT ENRT K4 JUNCTION VORTAC
12  30.598022222  -99.817480556     2282    11600   130      0.000  JCT ENRT K4 JUNCTION VORTAC DME
 3  32.159588889  -97.877680556     1300    11500    40      6.000  JEN ENRT K4 GLEN ROSE VORTAC
12  32.159588889  -97.877680556     1300    11500    40      0.000  JEN ENRT K4 GLEN ROSE VORTAC DME
 3  40.632888889  -73.771388889       11    11590   130    -12.000  JFK ENRT K6 KENNEDY (NEW YORK) VOR/DME
12  40.632888889  -73.771388889       11    11590   130      0.000  JFK ENRT K6 KENNEDY (NEW YORK) VOR/DME
 3  41.760116667  -80.748111111      896    11520    40     -5.000  JFN ENRT K5 JEFFERSON VOR/DME
12  41.760116667  -80.748111111      896    11520    40      0.000  JFN ENRT K5 JEFFERSON VOR/DME
 3  42.188608333  -79.121305556     1790    11470   130     -7.000  JHW ENRT K6 JAMESTOWN VOR/DME
12  42.188608333  -79.121305556     1790    11470   130      0.000  JHW ENRT K6 JAMESTOWN VOR/DME
 3  35.598988889  -88.358877778      630    10940    40      2.000  JKS ENRT K7 JACKS CREEK VOR/DME
12  35.598988889  -88.358877778      630    10940    40      0.000  JKS ENRT K7 JACKS CREEK VOR/DME
 3  33.140458333 -116.585936111     5560    11400    40     15.000  JLI ENRT K2 JULIAN VORTAC
12  33.140458333 -116.585936111     5560    11400    40      0.000  JLI ENRT K2 JULIAN VORTAC DME
 3  46.932872222  -98.678769444     1493    11450    40     10.000  JMS ENRT K3 JAMESTOWN VOR/DME
12  46.932872222  -98.678769444     1493    11450    40      0.000  JMS ENRT K3 JAMESTOWN VOR/DME
 3  39.059566667 -108.792575000     7100    11240   130     15.000  JNC ENRT K2 GRAND JUNCTION VOR/DME
12  39.059566667 -108.792575000     7100    11240   130      0.000  JNC ENRT K2 GRAND JUNCTION VOR/DME
 3  41.546416667  -88.318411111      592    11230   130      2.000  JOT ENRT K5 JOLIET VORTAC
12  41.546416667  -88.318411111      592    11230   130      0.000  JOT ENRT K5 JOLIET VORTAC DME
 3  39.441180556  -81.374763889     1030    10860    40     -3.000  JPU ENRT K6 PARKERSBURG VORTAC
12  39.441180556  -81.374763889     1030    10860    40      0.000  JPU ENRT K6 PARKERSBURG VORTAC DME
 3  40.316727778  -78.834163889     2280    11300    40     -6.000  JST ENRT K6 JOHNSTOWN VORTAC
12  40.316727778  -78.834163889     2280    11300    40      0.000  JST ENRT K6 JOHNSTOWN VORTAC DME
 3  42.558008333  -89.105258333      931    11430    40      3.000  JVL ENRT K5 JANESVILLE VOR/DME
