I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

13  52.515794444   -2.261816667      300    10860    25      0.000  WOL EGBO EG WOLVERHAMPTON DME
 2  58.446697222   -3.063119444        0      344    15      0.000  WCK ENRT EG WICK NDB
 2  51.852919444   -0.962408333        0      335    25      0.000  WCO ENRT EG WESTCOTT NDB
 2  53.184869444   -2.623072222        0      368    25      0.000  WHI ENRT EG WHITEGATE NDB
 2  54.127422222   -3.264491667        0      385    15      0.000   WL ENRT EG BARROW (WALNEY ISLAND) NDB
 2  49.567916667    6.054083333        0      346    25      0.000  WLU ENRT EL LUXEMBOURG NDB
 2  51.452783333   -0.878800000        0      352    25      0.000  WOD ENRT EG WOODLEY NDB
 2  52.630000000   -3.153888889        0      323    25      0.000  WPL ENRT EG WELSHPOOL NDB
 2  45.362361111    5.152972222        0      291    15      0.000   WS ENRT LF GRENOBLE NDB
 2  53.347169444    8.874733333        0      378    50      0.000  WSN ENRT ED WESER NDB
 2  52.189000000   -7.083333333        0      368    15      0.000  WTD ENRT EI WATERFORD NDB
 2  53.751705556   -2.852241667        0      337    15      0.000  WTN ENRT EG WARTON NDB
 2  52.459377778    9.454619444        0      419    25      0.000  WUN ENRT ED WUNSTORF NDB
 2  52.515902778   -2.261761111        0      356    15      0.000  WBA EGBO EG WOLVERHAMPTON NDB
 2  63.723805556   20.415638889        0      329    15      0.000   WU ESNU ES UMEA NDB
 2  59.655777778   17.915416667        0      348    15      0.000   WA ESSA ES ARLANDA (STOCKHOLM) NDB
 3  20.505250000   45.205361111     2100    11520   130      2.000  WDR ENRT OE WADI AL DAWASIR VOR/DME
12  20.505250000   45.205361111     2100    11520   130      0.000  WDR ENRT OE WADI AL DAWASIR VOR/DME
 3  26.179333333   36.488111111      200    11390   130      3.000  WEJ ENRT OE WEJH VORTAC
12  26.179333333   36.488111111      200    11390   130      0.000  WEJ ENRT OE WEJH VORTAC DME
 2  25.181402778   51.600063889        0      323    15      0.000   WK OTBD OT DOHA INTL NDB
 3  45.407358333  141.805647222       49    11530   130    -10.000  WKE ENRT RJ WAKKANAI VOR/DME
12  45.407452778  141.805333333       49    11530   130      0.000  WKE ENRT RJ WAKKANAI VOR/DME
 3  41.435369444  140.084841667      695    11210    40     -8.000  WMT ENRT RJ MATSUMAE TACAN
12  41.435369444  140.084841667      695    11210    40      0.000  WMT ENRT RJ MATSUMAE TACAN DME
 3  37.432944444  126.449972222        1    11290    25     -8.000  WNG ENRT RK WANGSAN (SEOUL) VOR/DME
12  37.432944444  126.449972222        1    11290    25      0.000  WNG ENRT RK WANGSAN (SEOUL) VOR/DME
 3  37.431805556  127.962111111      500    11160    40     -8.000  WNJ ENRT RK WONJU TACAN
12  37.431805556  127.962111111      500    11160    40      0.000  WNJ ENRT RK WONJU TACAN DME
 2  24.233333333  120.823333333        0      340    50      0.000   WK ENRT RC HSINSHIE NDB
 2  13.768333333  102.311666667        0      270    50      0.000   WN ENRT VT WATTHANA NAKHON NDB
 2  18.004444444  102.545833333        0      389    50      0.000   WY VLVT VL VIENTIANE NDB
 3 -41.519675000  173.862680556      110    11560    40     22.000   WB ENRT NZ WOODBOURNE VOR/DME
12 -41.519675000  173.862680556      110    11560    40      0.000   WB ENRT NZ WOODBOURNE VOR/DME
 3 -35.165738889  147.469094444      771    11500    40     12.000   WG ENRT YM WAGGA WAGGA VOR/DME
12 -35.165711111  147.468930556      771    11500    40      0.000   WG ENRT YM WAGGA WAGGA VOR/DME
 3  -3.583516667  143.675950000       19    11660    40      5.100   WK ENRT AY WEWAK VOR/DME
12  -3.583516667  143.675950000       19    11660    40      0.000   WK ENRT AY WEWAK VOR/DME
13 -37.924658333  176.915733333       20    11770   130      0.000   WK ENRT NZ WHAKATANE DME
 3 -32.796944444  151.833055556       31    11330   130     12.000  WLM ENRT YB WILLIAMTOWN (NEWCASTLE) TACAN
12 -32.796944444  151.833055556       31    11330   130      0.000  WLM ENRT YB WILLIAMTOWN (NEWCASTLE) TACAN DME
 3 -41.337227778  174.816961111      400    11230    40     22.000   WN ENRT NZ WELLINGTON VOR/DME
12 -41.337105556  174.817222222      400    11230    40      0.000   WN ENRT NZ WELLINGTON VOR/DME
 3 -36.786794444  174.631225000      140    11640    40     20.000   WP ENRT NZ WHENUAPAI (AUCKLAND) VOR/DME
12 -36.786794444  174.631225000      140    11640    40      0.000   WP ENRT NZ WHENUAPAI (AUCKLAND) VOR/DME
 3 -12.673611111  141.922500000       81    11280    40      5.000   WP ENRT YB WEIPA VOR/DME
12 -12.673611111  141.922500000       81    11280    40      0.000   WP ENRT YB WEIPA VOR/DME
13 -35.771333333  174.361916667      193    11730    40      0.000   WR ENRT NZ WHANGAREI DME
13 -41.740638889  171.579611111       23    11690    40      0.000   WS ENRT NZ WEST PORT DME
13 -39.958527778  175.026500000       11    11600    40      0.000   WU ENRT NZ WHANGANUI DME
 2 -17.392583333  131.121183333        0      203    50      0.000  WAV ENRT YB WAVE HILL NDB
 2 -26.128055556  126.579722222        0      218    50      0.000  WBR ENRT YM WARBURTON NDB
 2 -25.410927778  142.663197222        0      407    50      0.000  WDH ENRT YB WINDORAH NDB
 2   5.876402778   95.337355556        0      310    50      0.000   WE ENRT WI MAIMUN SALEH NDB
 2 -19.461666667  169.225000000        0      398    50      0.000   WG ENRT NV WHITE GRASS NDB
 2 -35.163055556  147.455555556        0      221    50      0.000   WG ENRT YM WAGGA WAGGA NDB
 2 -33.058116667  137.524230556        0      371    50      0.000  WHA ENRT YM WHYALLA NDB
 2 -37.267650000  174.814069444        0      254    25      0.000   WI ENRT NZ WAIUKU NDB
 2 -37.924658333  176.915455556        0      362    50      0.000   WK ENRT NZ WHAKATANE NDB
 2 -30.027222222  148.123888889        0      374    50      0.000  WLG ENRT YB WALGETT NDB
