I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

 2  52.760000000   41.520000000        0      735    15      0.000   XV UUOT UU DONSKOYE (TAMBOV) NDB
 2  40.574000000  109.974472222        0      306    25      0.000    X ZBOW ZB BAOTOU NDB
 2  30.218122222  120.408716667        0      400    25      0.000    X ZSHC ZS XIAOSHAN (HANGZHOU) NDB
 2  14.861388889  -91.506111111        0      313    50      0.000  XLA ENRT MG QUETZALTENANGO NDB
 3  34.712252778  139.414016667     2088    11310   130     -7.000  XAC ENRT RJ OSHIMA VORTAC
12  34.712608333  139.413502778     2088    11310   130      0.000  XAC ENRT RJ OSHIMA VORTAC DME
 3  34.704594444  136.957425000      343    11350    40     -7.000  XMT ENRT RJ KOWA TACAN
12  34.704594444  136.957425000      343    11350    40      0.000  XMT ENRT RJ KOWA TACAN DME
 3  35.417238889  132.892372222       43    11340   130     -8.000  XZE ENRT RJ IZUMO VOR/DME
12  35.417238889  132.892372222       43    11340   130      0.000  XZE ENRT RJ IZUMO VOR/DME
 2  18.756111111  105.671666667        0      448    50      0.000    X ENRT VV VINH NDB
 2   1.983283333 -157.354747222        0      333    50      0.000   XI ENRT PL CHRISTMAS I. NDB
 2  35.503252778  139.396800000        0      379    50      0.000   XR ENRT RJ KASTNER (ZAMA) NDB
 2  10.366313889  107.083708333        0      235    50      0.000  XVL ENRT VV VUNGTAU NDB
 2  18.790277778  105.667222222        0      218    50      0.000   XW ENRT VV VINH NDB
 3 -27.135691667  -52.662966667     2146    11610    40    -15.000  XPC ENRT SB CHAPECO VOR/DME
12 -27.135691667  -52.662966667     2146    11610    40      0.000  XPC ENRT SB CHAPECO VOR/DME
 2 -27.130833333  -52.649500000        0     1734    50      0.000  XPC ENRT SB CHAPECO NDB
 2 -14.688611111  -52.353333333        0      330    50      0.000  XVT ENRT SB XAVANTINA NDB
 3 -10.430216667  105.689341667      964    11240    40     -0.000  XMX ENRT YM CHRISTMAS I VOR/DME
12 -10.430150000  105.689988889      964    11240    40      0.000  XMX ENRT YM CHRISTMAS I VOR/DME
 3  39.838130556  -83.840625000     1052    13380    25     -4.000  XSF ENRT K5 SPRINGFIELD TACAN
12  39.838130556  -83.840625000     1052    13380    25      0.000  XSF ENRT K5 SPRINGFIELD TACAN DME
 3  39.526880556  -82.977941667        0    11250    25     -5.000  XUB ENRT K5 YELLOW BUD (CIRCLEVILLE) VOR
 2  46.079194444  -94.343466667        0      404    50      0.000  XCR ENRT K3 RIPLEY NDB
 2  45.521711111  -69.674500000        0      236    25      0.000  XQA ENRT K6 SQUAW (GREENVILLE) NDB
 2  46.994180556  -94.206016667        0      392    25      0.000  XVG ENRT K3 LONGVILLE NDB
 2  38.573588889  -83.647027778        0      400    25      0.000   XW ENRT K5 FLMNG (FLEMINGSBURG) NDB
99
