I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

 3  47.507841667  -94.923311111     1384    11000    25      1.000  IDJ ENRT K3 LAKE BEMIDJI VOR/DME
12  47.507841667  -94.923311111     1384    11000    25      0.000  IDJ ENRT K3 LAKE BEMIDJI VOR/DME
 3  29.956058333  -96.562194444      419    11020    40      8.000  IDU ENRT K4 INDUSTRY VORTAC
12  29.956058333  -96.562194444      419    11020    40      0.000  IDU ENRT K4 INDUSTRY VORTAC DME
 3  35.805266667  -98.003916667     1112    11470   130      9.000  IFI ENRT K4 KINGFISHER VORTAC
12  35.805266667  -98.003916667     1112    11470   130      0.000  IFI ENRT K4 KINGFISHER VORTAC DME
 3  31.428655556  -83.488869444        0    11250    25     -1.000  IFM ENRT K7 TIFT MYERS (TIFTON) VOR
 3  33.485486111  -88.513588889      245    11620    40      4.000  IGB ENRT K7 BIGBEE (COLUMBUS) VORTAC
12  33.485486111  -88.513588889      245    11620    40      0.000  IGB ENRT K7 BIGBEE (COLUMBUS) VORTAC DME
 3  35.260513889 -113.934080556     3422    10880    40     15.000  IGM ENRT K2 KINGMAN VOR/DME
12  35.260513889 -113.934080556     3422    10880    40      0.000  IGM ENRT K2 KINGMAN VOR/DME
 3  41.665450000  -73.822241667      581    11760    40    -12.000  IGN ENRT K6 KINGSTON VOR/DME
12  41.665450000  -73.822241667      581    11760    40      0.000  IGN ENRT K6 KINGSTON VOR/DME
 3  39.974241667  -79.358366667     2820    10820    40     -6.000  IHD ENRT K6 INDIAN HEAD VORTAC
12  39.974241667  -79.358366667     2820    10820    40      0.000  IHD ENRT K6 INDIAN HEAD VORTAC DME
 3  42.676102778 -105.226225000     4906    10860    40     12.000  IIP ENRT K1 HIPSHER VOR/DME
12  42.676102778 -105.226225000     4906    10860    40      0.000  IIP ENRT K1 HIPSHER VOR/DME
 3  38.103463889  -85.577436111      721    11480   130      1.000  IIU ENRT K5 LOUISVILLE VORTAC
12  38.103463889  -85.577436111      721    11480   130      0.000  IIU ENRT K5 LOUISVILLE VORTAC DME
 3  39.776522222  -90.238605556      614    10860    25      2.000  IJX ENRT K5 JACKSONVILLE VOR/DME
12  39.776522222  -90.238605556      614    10860    25      0.000  IJX ENRT K5 JACKSONVILLE VOR/DME
 3  41.074377778  -87.850163889      618    11160    40     -0.000  IKK ENRT K5 KANKAKEE VOR/DME
12  41.074377778  -87.850163889      618    11160    40      0.000  IKK ENRT K5 KANKAKEE VOR/DME
 3  39.071150000 -122.027244444       50    11440    40     18.000  ILA ENRT K2 WILLIAMS VORTAC
12  39.071150000 -122.027244444       50    11440    40      0.000  ILA ENRT K2 WILLIAMS VORTAC DME
 3  38.250191667 -114.394225000     9318    11630   130     16.000  ILC ENRT K2 WILSON CREEK VORTAC
12  38.250191667 -114.394225000     9318    11630   130      0.000  ILC ENRT K2 WILSON CREEK VORTAC DME
 3  34.351647222  -77.874380556       29    11700   130     -7.000  ILM ENRT K7 WILMINGTON VORTAC
12  34.351647222  -77.874380556       29    11700   130      0.000  ILM ENRT K7 WILMINGTON VORTAC DME
 3  43.593130556 -118.955050000     4146    11380    40     18.000  ILR ENRT K1 WILDHORSE (BURNS) VOR/DME
12  43.593130556 -118.955050000     4146    11380    40      0.000  ILR ENRT K1 WILDHORSE (BURNS) VOR/DME
 3  44.648391667 -119.711630556     5220    11560   130     20.000  IMB ENRT K1 KIMBERLY VOR/DME
12  44.648391667 -119.711630556     5220    11560   130      0.000  IMB ENRT K1 KIMBERLY VOR/DME
 3  45.816044444  -88.112141667     1129    11120    40     -2.000  IMT ENRT K5 IRON MOUNTAIN VOR/DME
12  45.816044444  -88.112141667     1129    11120    40      0.000  IMT ENRT K5 IRON MOUNTAIN VOR/DME
 3  40.899277778 -117.812191667     4299    10820    25     16.000  INA ENRT K2 WINNEMUCCA VOR/DME
12  40.899277778 -117.812191667     4299    10820    25      0.000  INA ENRT K2 WINNEMUCCA VOR/DME
 3  31.874763889 -103.243777778     2860    11210   130     11.000  INK ENRT K4 WINK VORTAC
12  31.874763889 -103.243777778     2860    11210   130      0.000  INK ENRT K4 WINK VORTAC DME
 3  48.565797222  -93.405677778     1180    11100    40      6.000  INL ENRT K3 INTERNATIONAL FALLS VORTAC
12  48.565797222  -93.405677778     1180    11100    40      0.000  INL ENRT K3 INTERNATIONAL FALLS VORTAC DME
 3  36.585000000 -115.670127778     3101    11400    25     15.000  INS ENRT K2 INDIAN SPRINGS TACAN
12  36.585000000 -115.670127778     3101    11400    25      0.000  INS ENRT K2 INDIAN SPRINGS TACAN DME
